번호,월차,지역,국가명,보고일,건수,발생일,발생 지역,구분,축종,사육,감염,폐사,살처분,도축,백신접종,"국내
이동제한",발생대응 예방접종,"봉쇄지역 및/또는 
보호지역
예찰(외)","봉쇄지역 및/또는 
보호지역
예찰(내)",스크리닝,이력추적,격리,"동물성
생산물
공식 처리","사체/
부산물/
폐기물
공식처리","생산물 또는 부산물 내 
병원체 
불활화 처리",살처분,"선택적 살처분 및
폐기","야생 보균원 
관리",방역대 설정,소독,해충구제,매개체 관리,매개체 예찰,생·해체 검사,"백신접종 허용
(백신이 있는경우)",백신접종 금지,"감염
동물
미치료",감염동물 치료,도축,State,City,Lat,Long
1,1,아프리카,튀니지,2025/01/07,1,2024/11/22,"Zaafrane, Kef Est, Le Kef",사육,소,9,2,0,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Le Kef,Kef Est,36.19043,8.84629
2,1,아프리카,튀니지,2025/01/07,1,2024/11/08,"Sidi Mtir, Tajerouine, Le Kef",사육,소,2,1,0,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Le Kef,Tajerouine,36.039974,8.630771
3,1,아프리카,튀니지,2025/01/07,1,2024/11/06,"Sidi khiar, Nebeur, Le Kef",사육,소,4,1,0,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Le Kef,Nebeur,36.356604,8.764654
4,1,아프리카,튀니지,2025/01/07,1,2024/11/02,"Sed elkhir, Kalaat Senan, Le Kef",사육,소,6,1,0,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Le Kef,Kalaat Senan,35.822418,8.400005
5,1,아프리카,튀니지,2025/01/07,1,2024/10/31,"Semmana, Kef Ouest, Le Kef",사육,소,10,3,0,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Le Kef,Kef Ouest,36.111401,8.676934
6,1,아프리카,튀니지,2025/01/07,1,2024/10/30,"Zaafrane, Kef Est, Le Kef",사육,소,4,1,0,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Le Kef,Kef Est,36.145476,8.745613
7,1,아프리카,튀니지,2025/01/07,1,2024/10/31,"Zaafrane, Kef Est, Le Kef",사육,소,10,4,0,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Le Kef,Kef Est,36.172487,8.832042
8,1,아프리카,튀니지,2025/01/07,1,2024/10/31,"Zaafrane, Kef Est, Le Kef",사육,소,11,2,0,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Le Kef,Kef Est,36.14654,8.745715
9,1,아프리카,튀니지,2025/01/07,1,2024/11/25,"Sidi Salem, Sidi Bouzid Ouest, Sidi Bou Zid",사육,소,1,1,0,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Sidi Bou Zid,Sidi Bouzid Ouest,35.141106,9.499512
10,1,아프리카,튀니지,2025/01/07,1,2024/11/15,"Sidi salem, Sidi Bouzid Ouest, Sidi Bou Zid",사육,소,4,1,0,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Sidi Bou Zid,Sidi Bouzid Ouest,35.138799,9.496755
11,1,아프리카,튀니지,2025/01/07,1,2024/11/21,"Elahwaz, Sidi Bouzid Est, Sidi Bou Zid",사육,소,1,1,0,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Sidi Bou Zid,Sidi Bouzid Est,34.971297,9.470662
12,1,아프리카,튀니지,2025/01/07,1,2024/11/20,"Sidi Salem, Sidi Bouzid Ouest, Sidi Bou Zid",사육,소,1,1,0,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Sidi Bou Zid,Sidi Bouzid Ouest,35.080798,9.455047
13,1,아프리카,튀니지,2025/01/07,1,2024/11/16,"Bennour, Sidi Bouzid Est, Sidi Bou Zid",사육,소,5,1,0,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Sidi Bou Zid,Sidi Bouzid Est,35.145906,9.547939
14,1,아프리카,튀니지,2025/01/07,1,2024/11/20,"Bennour, Sidi Bouzid Est, Sidi Bou Zid",사육,소,3,1,0,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Sidi Bou Zid,Sidi Bouzid Est,35.154327,9.546909
15,1,아프리카,튀니지,2025/01/07,1,2024/11/12,"Dar chaabane, Dar Chaabane El Fehri, Nabeul",사육,소,15,1,0,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Nabeul,Dar Chaabane El Fehri,36.45471,10.759598
16,1,아프리카,튀니지,2025/01/07,1,2024/11/11,"Zaouiet kontech, Jammel, Monastir",사육,소,3,1,0,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Monastir,Jammel,35.646362,10.755958
17,1,아프리카,튀니지,2025/01/07,1,2024/11/19,"Saddine, Makthar, Siliana",사육,소,8,1,0,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Siliana,Makthar,35.826582,9.041354
18,1,아프리카,튀니지,2025/01/07,1,2024/12/16,"Bourouis nord, Bourouis, Siliana",사육,소,20,4,0,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Siliana,Bourouis,36.18617,9.128233
19,1,아프리카,튀니지,2025/01/07,1,2024/10/21,"Ghammarth, La Marsa, Tunis",사육,소,5,1,0,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Tunis,La Marsa,36.917326,10.278644
20,1,아프리카,튀니지,2025/01/07,1,2024/11/07,"Gammarth, La Marsa, Tunis",사육,소,18,6,1,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Tunis,La Marsa,36.913158,10.287937
21,1,아프리카,튀니지,2025/01/07,1,2024/11/16,"Aousja, Ghar El Melh, Bizerte",사육,소,10,3,0,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Bizerte,Ghar El Melh,37.193565,10.096699
22,1,아프리카,튀니지,2025/01/07,1,2024/11/14,"Aousja, Ghar El Melh, Bizerte",사육,소,9,2,0,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Bizerte,Ghar El Melh,37.193728,10.092003
23,1,아프리카,튀니지,2025/01/07,1,2024/11/07,"El garia, Ras Jebel, Bizerte",사육,소,15,1,0,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Bizerte,Ras Jebel,37.208524,10.086492
24,1,아프리카,튀니지,2025/01/07,1,2024/11/06,"Ghriaria, Béja Nord, Béja",사육,소,13,1,0,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Béja,Béja Nord,36.711225,9.110913
25,1,아프리카,튀니지,2025/01/07,1,2024/11/03,"Fatnassa, Béja Nord, Béja",사육,소,2,1,0,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Béja,Béja Nord,36.922096,9.24738
26,1,아프리카,튀니지,2025/01/07,1,2024/11/14,"Mkhachbia, Béja Sud, Béja",사육,소,208,2,0,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Béja,Béja Sud,36.70873,9.28517
27,1,아프리카,튀니지,2025/01/07,1,2024/11/07,"Khacheb, Goubellat, Béja",사육,소,9,2,1,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Béja,Goubellat,36.601187,9.744103
28,1,아프리카,튀니지,2025/01/07,1,2024/10/28,"Enaser, Mnihla, Ariana",사육,소,6,1,0,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Ariana,Mnihla,36.868552,10.097554
29,1,아프리카,튀니지,2025/01/07,1,2024/11/07,"Souani, Jendouba Nord, Jendouba",사육,소,10,2,1,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Jendouba,Jendouba Nord,36.535145,8.674756
30,1,아프리카,튀니지,2025/01/07,1,2024/11/23,"Elhamdia, Tabarka, Jendouba",사육,소,5,2,0,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Jendouba,Tabarka,36.942684,8.767519
31,1,아프리카,튀니지,2025/01/07,1,2024/11/24,"Edouara, Ghardimaou, Jendouba",사육,소,2,1,0,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Jendouba,Ghardimaou,36.458954,8.449982
32,1,아프리카,튀니지,2025/01/07,1,2024/11/22,"Edouara, Ghardimaou, Jendouba",사육,소,2,1,0,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Jendouba,Ghardimaou,36.456858,8.423498
33,1,아프리카,튀니지,2025/01/07,1,2024/11/14,"Edouara, Ghardimaou, Jendouba",사육,소,1,1,0,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Jendouba,Ghardimaou,36.458088,8.426128
34,1,아프리카,튀니지,2025/01/07,1,2024/11/16,"Edouara, Ghardimaou, Jendouba",사육,소,2,2,0,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Jendouba,Ghardimaou,36.461127,8.455418
35,1,아프리카,튀니지,2025/01/07,1,2024/11/19,"Souani, Jendouba Nord, Jendouba",사육,소,6,1,0,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Jendouba,Jendouba Nord,36.530171,8.686502
36,1,아프리카,튀니지,2025/01/07,1,2024/11/19,"Souani, Jendouba Nord, Jendouba",사육,소,4,2,1,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Jendouba,Jendouba Nord,36.528145,8.674315
37,1,아프리카,튀니지,2025/01/07,1,2024/11/06,"Elmalga, Jendouba Sud, Jendouba",사육,소,7,3,1,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Jendouba,Jendouba Sud,36.513445,8.790274
38,1,아프리카,튀니지,2025/01/07,1,2024/11/16,"Elbrahmi, Bousalem, Jendouba",사육,소,15,3,1,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Jendouba,Bousalem,36.593236,8.92675
39,1,아프리카,튀니지,2025/01/07,1,2024/11/16,"Elbrahmi, Bousalem, Jendouba",사육,소,12,2,1,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Jendouba,Bousalem,36.591582,8.928467
40,1,아프리카,튀니지,2025/01/07,1,2024/11/05,"Hedhil, Fernana, Jendouba",사육,소,4,1,0,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Jendouba,Fernana,36.669717,8.666553
41,1,아프리카,튀니지,2025/01/07,1,2024/10/26,"Errakhaa, Ghardimaou, Jendouba",사육,소,4,2,1,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Jendouba,Ghardimaou,36.451264,8.403748
42,1,아프리카,튀니지,2025/01/07,1,2024/10/31,"Elbrahmi, Bousalem, Jendouba",사육,소,84,1,0,0,0,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Jendouba,Bousalem,36.611951,8.970229
43,1,아시아,캄보디아,2025/01/30,1,2024/12/28,"Nareay commune, Chhuk district, Kampot province, Nareay, Chhuk, Kâmpôt",사육,소,734,10,0,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,Kâmpôt,Chhuk,10.879017,104.52553
44,1,아시아,캄보디아,2025/01/30,1,2025/01/02,"Rumchek commune, Kampong Siem district, Kampong Cham province, Rumchek, Kampong Siem, Kâmpóng Cham",사육,소,85,4,1,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,Kâmpóng Cham,Kampong Siem,12.105172,105.50599
45,1,아시아,캄보디아,2025/01/30,1,2025/01/01,"Ro Ang commune, Kampong Siem district, Kampong Cham province, Ro'ang, Kampong Siem, Kâmpóng Cham",사육,소,1800,3,0,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,Kâmpóng Cham,Kampong Siem,12.034649,105.440299
46,3,아프리카,튀니지,2025/03/07,1,2024/12/11,"khacheb, Goubellat, Béja",사육,소,18,2,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Béja,Goubellat,36.613587,9.675856
47,3,아프리카,튀니지,2025/03/07,1,2024/12/08,"Hamem Siala, Béja Sud, Béja",사육,소,33,4,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Béja,Béja Sud,36.663672,9.158476
48,3,아프리카,튀니지,2025/03/07,1,2024/12/08,"Mestouta, Béja Sud, Béja",사육,소,15,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Béja,Béja Sud,36.628816,9.187589
49,3,아프리카,튀니지,2025/03/07,1,2024/12/07,"Bellif, Nefza, Béja",사육,소,11,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Béja,Nefza,37.013826,9.058524
50,3,아프리카,튀니지,2025/03/07,1,2024/10/12,"Djebel Ediss, Nefza, Béja",사육,소,4,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Béja,Nefza,37.010114,9.148965
51,3,아프리카,튀니지,2025/03/07,1,2024/11/29,"Mejez el beb Ville, Mejez El Bab, Béja",사육,소,2,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Béja,Mejez El Bab,36.648966,9.617844
52,3,아프리카,튀니지,2025/03/07,1,2024/11/26,"Fatnassa, Nefza, Béja",사육,소,6,3,1,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Béja,Nefza,36.942754,9.197798
53,3,아프리카,튀니지,2025/03/07,1,2024/12/13,"Chorfech, Sidi Thabet, Ariana",사육,소,31,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Ariana,Sidi Thabet,36.935608,10.035057
54,3,아프리카,튀니지,2025/03/07,1,2024/12/15,"Kalaat Andalous Est, Kalaat El Andalous, Ariana",사육,소,15,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Ariana,Kalaat El Andalous,37.033463,10.164462
55,3,아프리카,튀니지,2025/03/07,1,2024/12/16,"Kalaat Andalous Est, Kalaat El Andalous, Ariana",사육,소,44,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Ariana,Kalaat El Andalous,37.022226,10.172873
56,3,아프리카,튀니지,2025/03/07,1,2024/12/27,"Kalaat Andalous Est, Kalaat El Andalous, Ariana",사육,소,14,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Ariana,Kalaat El Andalous,37.0262,10.169612
57,3,아프리카,튀니지,2025/03/07,1,2024/12/10,"Kaalat Andalous Est, Kalaat El Andalous, Ariana",사육,소,44,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Ariana,Kalaat El Andalous,37.033326,10.161715
58,3,아프리카,튀니지,2025/03/07,1,2024/12/21,"Bouhnach, Kalaat El Andalous, Ariana",사육,소,92,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Ariana,Kalaat El Andalous,36.994124,10.144893
59,3,아프리카,튀니지,2025/03/07,1,2024/12/15,"Kaalat Andalous Est, Kalaat El Andalous, Ariana",사육,소,11,2,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Ariana,Kalaat El Andalous,37.084096,10.151875
60,3,아프리카,튀니지,2025/03/07,1,2024/12/10,"Chorfech, Sidi Thabet, Ariana",사육,소,30,3,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Ariana,Sidi Thabet,36.937051,10.037282
61,3,아프리카,튀니지,2025/03/07,1,2024/12/23,"Kroussia ouest, Sidi El Heni, Sousse",사육,소,2,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Sousse,Sidi El Heni,35.739954,10.264849
62,3,아프리카,튀니지,2025/03/07,1,2024/12/30,"Saidia, Oued Ellil, Manubah",사육,소,16,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Manubah,Oued Ellil,36.819507,9.971867
63,3,아프리카,튀니지,2025/03/07,1,2024/12/28,"Morneg, Mornag, Ben Arous (Tunis Sud)",사육,소,13,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Ben Arous (Tunis Sud),Mornag,36.664611,10.301222
64,3,아프리카,튀니지,2025/03/07,1,2024/12/20,"Sidi Shili, Béja Sud, Béja",사육,소,12,2,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Béja,Béja Sud,36.629076,9.144852
65,3,아프리카,튀니지,2025/03/07,1,2025/01/06,"Sidi Fradj, Soukra, Ariana",사육,소,16,2,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Ariana,Soukra,36.869481,10.251934
66,3,아프리카,튀니지,2025/03/07,1,2025/01/06,"Hay chaker, Raoued, Ariana",사육,소,2,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Ariana,Raoued,36.944992,10.163225
67,3,아프리카,튀니지,2025/03/07,1,2025/01/04,"Sidi Fradj, Soukra, Ariana",사육,소,15,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Ariana,Soukra,36.871617,10.256546
68,3,아프리카,튀니지,2025/03/07,1,2025/01/02,"Elghazala, Raoued, Ariana",사육,소,47,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Ariana,Raoued,36.935933,10.167273
69,3,아프리카,튀니지,2025/03/07,1,2024/12/28,"Menzel Habib, Borj El Amri, Manubah",사육,소,6,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Manubah,Borj El Amri,36.71477,9.878114
70,3,아프리카,튀니지,2025/03/07,1,2024/12/22,"Maatis, Mejez El Bab, Béja",사육,소,10,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Béja,Mejez El Bab,36.651521,9.621369
71,3,아프리카,튀니지,2025/03/07,1,2024/12/18,"Kalaat andalous Est, Kalaat El Andalous, Ariana",사육,소,7,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Ariana,Kalaat El Andalous,37.057341,10.123447
72,3,아프리카,튀니지,2025/03/07,1,2024/12/30,"Sidi Fradj, Soukra, Ariana",사육,소,12,3,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Ariana,Soukra,36.87747,10.254132
73,3,아프리카,튀니지,2025/03/07,1,2024/12/24,"Sabalet Ben Ammar, Sidi Thabet, Ariana",사육,소,22,2,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Ariana,Sidi Thabet,36.905022,10.086489
74,3,아프리카,튀니지,2025/03/07,1,2024/12/15,"Souaf Est, Saouaf, Zaghouan",사육,소,9,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Zaghouan,Saouaf,36.230687,10.176237
75,3,아프리카,튀니지,2025/03/07,1,2024/12/02,"El mourouj, Kabaria, Tunis",사육,소,32,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Tunis,Kabaria,36.758979,10.198825
76,3,아프리카,튀니지,2025/03/07,1,2024/12/02,"Zearna Ouest, Kalaa Kebira, Sousse",사육,소,6,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Sousse,Kalaa Kebira,35.882898,10.509345
77,3,아프리카,튀니지,2025/03/07,1,2024/12/13,"Ain Fourna, Bargou, Siliana",사육,소,2,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Siliana,Bargou,36.139758,9.647261
78,3,아프리카,튀니지,2025/03/07,1,2024/12/02,"Chouarnia, Makthar, Siliana",사육,소,6,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Siliana,Makthar,35.944748,9.131037
79,3,아프리카,튀니지,2025/03/07,1,2024/11/30,"El hamem, Kesra, Siliana",사육,소,1,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Siliana,Kesra,35.815721,9.323437
80,3,아프리카,튀니지,2025/03/07,1,2024/12/11,"Sadakia, Sidi Bouzid Ouest, Sidi Bou Zid",사육,소,12,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Sidi Bou Zid,Sidi Bouzid Ouest,35.077846,9.423409
81,3,아프리카,튀니지,2025/03/07,1,2024/12/12,"Ettouila, Sidi Bouzid Ouest, Sidi Bou Zid",사육,소,17,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Sidi Bou Zid,Sidi Bouzid Ouest,34.998751,9.429003
82,3,아프리카,튀니지,2025/03/07,1,2024/12/09,"Ettouila, Sidi Bouzid Ouest, Sidi Bou Zid",사육,소,6,3,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Sidi Bou Zid,Sidi Bouzid Ouest,34.993728,9.399757
83,3,아프리카,튀니지,2025/03/07,1,2024/12/11,"Dar Chaabane, Dar Chaabane El Fehri, Nabeul",사육,소,6,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Nabeul,Dar Chaabane El Fehri,36.471175,10.736346
84,3,아프리카,튀니지,2025/03/07,1,2024/12/10,"Korba, Korba, Nabeul",사육,소,22,2,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Nabeul,Korba,36.586558,10.855584
85,3,아프리카,튀니지,2025/03/07,1,2024/12/09,"El asfour, Menzel Temime, Nabeul",사육,소,18,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Nabeul,Menzel Temime,36.756527,10.914431
86,3,아프리카,튀니지,2025/03/07,1,2024/11/26,"Kelibia Est, Kelibia, Nabeul",사육,소,5,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Nabeul,Kelibia,36.849008,11.114001
87,3,아프리카,튀니지,2025/03/07,1,2024/12/28,"Borj el amri, Borj El Amri, Manubah",사육,소,11,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Manubah,Borj El Amri,36.721208,9.88884
88,3,아프리카,튀니지,2025/03/07,1,2024/12/22,"Borj el amri, Borj El Amri, Manubah",사육,소,104,6,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Manubah,Borj El Amri,36.718262,9.883329
89,3,아프리카,튀니지,2025/03/07,1,2024/12/25,"Menzel Habib, Borj El Amri, Manubah",사육,소,5,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Manubah,Borj El Amri,36.713072,9.88067
90,3,아프리카,튀니지,2025/03/07,1,2024/12/10,"Mehrine, El Battan, Manubah",사육,소,5,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Manubah,El Battan,36.778573,9.833114
91,3,아프리카,튀니지,2025/03/07,1,2024/12/22,"Riadh Bou jelal, El Jem, Mahdia",사육,소,2,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Mahdia,El Jem,35.27444,10.597066
92,3,아프리카,튀니지,2025/03/07,1,2024/12/03,"Garte en naam, Feriana, Kassérine",사육,소,6,2,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Kassérine,Feriana,34.995919,8.559174
93,3,아프리카,튀니지,2025/03/07,1,2024/11/25,"Ouled Fardjallah Nord, Bouhajla, Kairouan",사육,소,12,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Kairouan,Bouhajla,35.242771,10.176834
94,3,아프리카,튀니지,2025/03/07,1,2024/12/04,"Zaafrana, Kairouan Sud, Kairouan",사육,소,17,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Kairouan,Kairouan Sud,35.563051,10.067399
95,3,아프리카,튀니지,2025/03/07,1,2024/12/02,"Chouamekh, Bouhajla, Kairouan",사육,소,2,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Kairouan,Bouhajla,35.427481,10.01755
96,3,아프리카,튀니지,2025/03/07,1,2024/12/07,"Souk Es-sebt, Jendouba Sud, Jendouba",사육,소,1,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Jendouba,Jendouba Sud,36.502744,8.867898
97,3,아프리카,튀니지,2025/03/07,1,2024/12/02,"Houamdia, Tabarka, Jendouba",사육,소,2,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Jendouba,Tabarka,36.940306,8.76868
98,3,아프리카,튀니지,2025/03/07,1,2024/12/02,"Reyhane, Tabarka, Jendouba",사육,소,6,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Jendouba,Tabarka,36.908672,8.757376
99,3,아프리카,튀니지,2025/03/07,1,2024/11/19,"Er-Rakha, Ghardimaou, Jendouba",사육,소,5,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Jendouba,Ghardimaou,36.42852,8.442899
100,3,아프리카,튀니지,2025/03/07,1,2024/11/29,"Er-Rakha, Ghardimaou, Jendouba",사육,소,1,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Jendouba,Ghardimaou,36.424652,8.436032
101,3,아프리카,튀니지,2025/03/07,1,2024/11/29,"Er-Rakha, Ghardimaou, Jendouba",사육,소,7,2,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Jendouba,Ghardimaou,36.417469,8.46487
102,3,아프리카,튀니지,2025/03/07,1,2024/11/29,"Er-Rakha, Ghardimaou, Jendouba",사육,소,3,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Jendouba,Ghardimaou,36.451326,8.432311
103,3,아프리카,튀니지,2025/03/07,1,2024/10/21,"Er-rakha, Ghardimaou, Jendouba",사육,소,1,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Jendouba,Ghardimaou,36.451326,8.432311
104,3,아프리카,튀니지,2025/03/07,1,2024/11/24,"Awaychia, Jendouba Sud, Jendouba",사육,소,9,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Jendouba,Jendouba Sud,36.494621,8.798787
105,3,아프리카,튀니지,2025/03/07,1,2024/11/24,"El hania, Ghardimaou, Jendouba",사육,소,2,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Jendouba,Ghardimaou,36.452423,8.456904
106,3,아프리카,튀니지,2025/03/07,1,2024/11/24,"Houamdia, Tabarka, Jendouba",사육,소,3,2,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Jendouba,Tabarka,36.923344,8.770845
107,3,아프리카,튀니지,2025/03/07,1,2024/11/24,"Sehabna, Sejnane, Bizerte",사육,소,7,3,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Bizerte,Sejnane,37.100782,9.188199
108,3,아프리카,튀니지,2025/03/07,1,2024/12/01,"Sehabna, Sejnane, Bizerte",사육,소,14,1,0,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Bizerte,Sejnane,37.099936,9.194559
109,3,아프리카,튀니지,2025/03/07,1,2024/12/01,"Sehabna, Sejnane, Bizerte",사육,소,5,2,1,0,0,-,Y,Y,,,,,,,,,,,,Y,,,Y,,,,,,,,Bizerte,Sejnane,37.096836,9.188905
